__	1	2	3	____	_____	___	____	brand	type	8	9	10	11		
S90	___	T4	___	"284,867.68_"	"379,800_"	_3.25_	_12.74_	_____	S90						
S90	___	T5	___	"308,119.12_"	"410,800_"	_3.51_	_13.78_	_____	S90						
S90	___	T5	___	"336,582.88_"	"448,800_"	_3.84_	_15.06_	_____	S90						
S90	___	T5	___	"372,615.06_"	"496,800_"	_4.25_	_16.66_	_____	S90						
S90	___	T5	___	"413,846.89_"	"551,800_"	_4.72_	_18.51_	_____	S90						
XC60	T4	___	"295,917.61_"	"369,900_"	_3.16_	_10.56_		_____	XC60						
XC60	T5	_____	"319,917.41_"	"399,900_"	_3.42_	_11.42_		_____	XC60						
XC60	T5	_____	"343,917.21_"	"429,900_"	_3.67_	_12.27_		_____	XC60						
XC60	T5	_______	"343,917.21_"	"429,900_"	_3.67_	_12.27_		_____	XC60						
XC60	T5	_______	"383,923.17_"	"479,900_"	_4.10_	_13.70_		_____	XC60						
XC60	T5	_______	"383,923.17_"	"479,900_"	_4.10_	_13.70_		_____	XC60						
S60L	T3	___	"182,746.37_"	"276,900_"	2.37_	11.78_		_____	S60L						
S60L	T5	___	"198,323.03_"	"309,900_"	2.65_	13.81_		_____	S60L						
S60L	T5	___	"218,161.44_"	"340,900_"	2.91_	15.19_		_____	S60L						
2018_	TFSI	___(1.8T)	"317,808.68_"	"402,800_"	3.44_	_11.94_		____	__A6L						
2018_	TFSI	___(1.8T)+___	"325,699.00_"	"412,800_"	3.53_	_12.24_		____	__A6L						
2018_	35TFSI	___(2.0T)	"334,240.08_"	"417,800_"	3.57_	_11.93_		____	__A6L						
2018_	35TFSI	___(2.0T)	#NAME?	"342,240.60_"	"427,800_"	3.66_	_12.21_	____	__A6L						
2018_	35TFSI	___(2.0T)	__(____)+____	"356,000.52_"	"445,000_"	3.80_	_12.70_	____	__A6L						
2018_	35TFSI	___(2.0T)	____+____	"358,399.40_"	"448,000_"	3.83_	_12.79_	____	__A6L						
2018_	35TFSI	___+____+____	"359,278.68_"	"449,100_"	3.84_	_12.82_		____	__A6L						
2018_	30FSI	___(2.5V6)	"365,938.24_"	"463,800_"	3.96_	_13.75_		____	__A6L						
2018_	30FSI	___(2.5V6)	#NAME?	"369,172.48_"	"467,900_"	4.00_	_13.87_	____	__A6L						
2018_	45TFSI	quattro___(3.0T)	"394,641.28_"	"506,600_"	4.33_	_15.53_		____	__A6L						
2018_	45TFSI	quattro___(3.0T)	________	"396,977.52_"	"509,600_"	4.36_	_15.62_	____	__A6L						
2018_	45TFSI	quattro___(3.0T)+_____3.0T_	"397,835.92_"	"510,700_"	4.36_	_15.65_		____	__A6L						
2018_	45TFSI	quattro___(3.0T)	"456,962.28_"	"586,600_"	5.01_	_17.98_		____	__A6L						
2018_	50TFSI	quattro___(3.0T)	"541,249.04_"	"694,800_"	5.94_			____	__A6L						
_21.29_								____	__A6L						
2018_	40	e-tron	PHEV	(___)	"375,210.12_"	"454,800_"	3.89_	____	__A6L	_11.85_					
2018_	A4L	30TFSI	____1.4T_	"227,650.00_"	29.00_	_2.48_	_8.71_	____	__A4L						
2018_	A4L	40TFSI___	_2.0T_	"240,994.64_"	30.70_	_2.62_	_9.22_	____	__A4L						
2018_	A4L	40TFSI____2.0T_	"269,176.84_"	34.29_	_2.93_	_10.30_		____	__A4L						
2018_	A4L	40TFSI___+____2.0T_	"271,373.88_"	34.57_	_2.95_	_10.39_		____	__A4L						
2018_	A4L	40TFSI___	_2.0T_	"288,094.12_"	36.70_	_3.14_	_11.03_	____	__A4L						
2018_	A4L	40TFSI___	+____2.0T_	"290,293.48_"	36.98_	_3.16_	_11.11_	____	__A4L						
2018_	A4L	45TFSI	quattro_____	"288,094.12_"	36.70_	_3.14_	_11.03_	____	__A4L						
2018_	A4L	45TFSI	quattro_____+___	___	"290,293.48_"	36.98_	_3.16_	____	__A4L	_11.11_					
2018_	A4L	45TFSI	quattro___	_2.0T__	"319,495.32_"	40.70_	_3.48_	____	__A4L	_12.23_					
2018_	A4L	45TFSI	quattro___	+____2.0T__	"321,692.36_"	40.98_	_3.50_	____	__A4L	_12.31_					
40TFSI	quattro	______	____	____	"303,246.04_"	"396,400_"	_3.39_	____	__Q5	12.70_					
40TFSI	quattro	______	____	"324,130.68_"	"423,700_"	_3.62_	13.58_	____	__Q5						
2018_	Q3	30TFSI	_____	"187,891_"	"246,900_"	_2.11_	_8.01_	____	__Q3						
2018_	Q3	30TFSI	_____	"202,121.88_"	"265,600_"	_2.27_	_8.62_	____	__Q3						
2018_	Q3	30TFSI	_____	"219,700.52_"	"288,700_"	_2.47_	_9.37_	____	__Q3						
2018_	Q3	30TFSI	____________	"221,299_"	"290,800_"	_2.49_	_9.44_	____	__Q3						
2018_	Q3	35TFSI	_____	"214,485.16_"	"285,600_"	_2.44_	_9.55_	____	__Q3						
2018_	Q3	35TFSI	_____	"231,834.12_"	"308,700_"	_2.64_	_10.33_	____	__Q3						
2018_	Q3	35TFSI	____________	"233,410.56_"	"310,800_"	_2.66_	_10.40_	____	__Q3						
2018_	Q3	35TFSI	_______	"244,599.92_"	"325,700_"	_2.78_	_10.89_	____	__Q3						
2018_	Q3	35TFSI	______________	"246,177.52_"	"327,800_"	_2.80_	_10.96_	____	__Q3						
2018_	Q3	40TFSI	_______	"255,865.84_"	"340,700_"	_2.91_	_11.40_	____	__Q3						
2018_	Q3	40TFSI	_______(____)	__	"257,442.28_"	"342,800_"	_2.93_	____	__Q3	_11.47_					
2018_	A3	Sportback	35TFSI	___	"150,114.44_"	"190,500_"	1.63_	____	__A3 Sportback	5.67_					
2018_	A3	Sportback	35TFSI	___				____	__A3 Sportback						
"168,473.76_"	"213,800_"	1.83_	6.36_					____	__A3 Sportback						
2018_	A3	Sportback	35TFSI	___				____	__A3 Sportback						
"185,732.24_"	"235,700_"	2.01_	7.01_					____	__A3 Sportback						
2018_	A3	Sportback	35TFSI	___	"185,732.24_"	"235,700_"	2.01_	____	__A3 Sportback	7.01_					
2018_	A3	Sportback	40TFSI	___				____	__A3 Sportback						
"199,056_"	"250,700_"	2.14_	7.31_					____	__A3 Sportback						
2018_	A3	Sportback	40TFSI	___	___	"199,056_"	"250,700_"	____	__A3 Sportback	2.14_	7.31_				
2018_	A3	Limousine	35TFSI	___				____	__A3 Limousine						
"153,662.88_"	"196,500_"	1.68_	5.96_					____	__A3 Limousine						
2018_	A3	Limousine	35TFSI	___				____	__A3 Limousine						
"171,884.16_"	"219,800_"	1.88_	6.67_					____	__A3 Limousine						
2018_	A3	Limousine	35TFSI	___				____	__A3 Limousine						
"187,445.56_"	"239,700_"	2.05_	7.27_					____	__A3 Limousine						
2018_	A3	Limousine	35TFSI	___	"187,445.56_"	"239,700_"	2.05_	____	__A3 Limousine	7.27_					
2018_	A3	Limousine	40TFSI	___	"201,885.24_"	"256,200_"	2.19_	____	__A3 Limousine	7.62_					
2018_	A3	Limousine	40TFSI	___	___	"201,885.24_"	"256,200_"	____	__A3 Limousine	2.19_	7.62_				
40TFSI	_____+19___	"353,520.44_"	"392,800_"	_3.36_	7.29_			____	__Q5L						
40TFSI	_____	"381,419.60_"	"423,800_"	_3.62_	7.86_			____	__Q5L						
45TFSI	_____	"419,580.12_"	"466,201_"	_3.98_	8.65_			____	__Q5L						
45TFSI	_____	"442,799.84_"	"492,000_"	_4.21_	9.13_			____	__Q5L						
45TFSI	_____	__*	"454,949.68_"	"505,500_"	_4.32_	9.38_		____	__Q5L						
45TFSI	_______	__*	"479,339.84_"	"532,600_"	_4.55_	9.88_		____	__Q5L						
35TFSI	_____	"201,599.88_"	"224,000_"	_1.91_	4.15_			____	__Q2L						
35TFSI	_____	"221,220.12_"	"245,800_"	_2.10_	4.56_			____	__Q2L						
35TFSI	_____	"225,539.96_"	"250,600_"	_2.14_	4.65_			____	__Q2L						
35TFSI	_____	"251,999.56_"	"280,000_"	_2.39_	5.19_			____	__Q2L						
E	200L	"408,058.28_"	43.58_	_3.72_	_6.50_			____	__E-Class						
E	200L	___	"408,058.28_"	43.58_	_3.72_	_6.50_		____	__E-Class						
E	200L	4MATIC	"428,704.28_"	45.80_	_3.91_	_6.84_		____	__E-Class						
E	200L	___	4MATIC	"428,704.28_"	45.80_	_3.91_	_6.84_	____	__E-Class						
E	300L	___	"445,258.28_"	47.58_	_4.07_	_7.12_		____	__E-Class						
E	300L	_____	"445,258.28_"	47.58_	_4.07_	_7.12_		____	__E-Class						
E	300L	___	"470,368.28_"	50.28_	_4.30_	_7.54_		____	__E-Class						
E	300L	_____	"470,368.28_"	50.28_	_4.30_	_7.54_		____	__E-Class						
E	320L	4MATIC	"588,734.64_"	62.98_	_5.38_	_9.49_		____	__E-Class						
E	320L	___	4MATIC	"588,734.64_"	62.98_	_5.38_	_9.49_	____	__E-Class						
C180L	______	"290,142.28_"	"315,800_"	2.70_	5.26_			____	__C-Class						
C180L	___	"297,422.28_"	"323,800_"	2.77_	5.41_			____	__C-Class						
C180L	______	"297,422.28_"	"323,800_"	2.77_	5.41_			____	__C-Class						
C260L	"321,992.28_"	"350,800_"	3.00_	5.88_				____	__C-Class						
C260L	___	"321,992.28_"	"350,800_"	3.00_	5.88_			____	__C-Class						
C260L	4Matic	"351,112.28_"	"382,800_"	3.27_	6.44_			____	__C-Class						
C260L	4Matic	___	"351,112.28_"	"382,800_"	3.27_	6.44_		____	__C-Class						
C300L	"445,752.28_"	"486,800_"	4.16_	8.27_				____	__C-Class						
C300L	___	"445,752.28_"	"486,800_"	4.16_	8.27_			____	__C-Class						
C260	___	"292,872.28_"	"318,800_"	2.72_	5.32_			____	__C-Class						
C260	4Matic	___	"338,372.28_"	"368,800_"	3.15_	6.19_		____	__C-Class						
C300	___	"422,092.28_"	"460,800_"	3.94_	7.81_			____	__C-Class						
GLC	200	4MATIC	"377,824.28_"	"394,800_"	3.37_	5.07_		____	__GLC-Class						
GLC	260	4MATIC	___	"411,074.28_"	"429,800_"	3.67_	5.55_	____	__GLC-Class						
GLC	260	4MATIC	___	"425,514.28_"	"445,000_"	3.80_	5.75_	____	__GLC-Class						
GLC	300	4MATIC	___	"468,074.28_"	"489,800_"	4.19_	6.36_	____	__GLC-Class						
GLC	300	4MATIC	___	"549,964.28_"	"576,000_"	4.92_	7.53_	____	__GLC-Class						
GLA	200	Dynamic	___	"232,094.28_"	"269,800_"	2.31_	6.08_	____	__GLA-Class						
GLA	200	Style	___	"248,244.28_"	"288,800_"	2.47_	6.52_	____	__GLA-Class						
GLA	220	4MATIC	___	"278,844.28_"	"324,800_"	2.78_	7.37_	____	__GLA-Class						
GLA	260	4MATIC	___	"339,194.28_"	"395,800_"	3.38_	9.04_	____	__GLA-Class						
BMW	320Li	___	"251,000_"	"323,800_"	_2.77_	_10.05_		____	____3_						
BMW	320Li	xDrive	___	"263,600_"	"346,800_"	_2.96_	_11.28_	____	____3_						
BMW	320Li	M	____	"271,100_"	"349,800_"	_2.99_	_10.86_	____	____3_						
BMW	320Li	M	____	"271,100_"	"349,800_"	_2.99_	_10.86_	____	____3_						
BMW	320Li	M	_____	"284,300_"	"366,800_"	_3.14_	_11.39_	____	____3_						
BMW	320i	M	____	"245,600_"	"316,800_"	_2.71_	_9.83_	____	____3_						
BMW	320i	M	_____	"268,800_"	"346,800_"	_2.96_	_10.76_	____	____3_						
525Li	___	(_____M____)	"375,800_"	"436,900_"	_3.73_	_9.84_		____	____5_						
530Li	___	____	"410,200_"	"476,900_"	_4.08_	_10.75_		____	____5_						
530Li	___	M____	"410,200_"	"476,900_"	_4.08_	_10.75_		____	____5_						
530Li	xDrive	____	"427,400_"	"496,900_"	_4.25_	_11.20_		____	____5_						
530Li	xDrive	M____	"427,400_"	"496,900_"	_4.25_	_11.20_		____	____5_						
530Li	___	____	"447,200_"	"519,900_"	_4.44_	_11.71_		____	____5_						
530Li	___	M____	"447,200_"	"519,900_"	_4.44_	_11.71_		____	____5_						
540Li	___	"554,500_"	"659,900_"	_5.64_	_16.18_			____	____5_						
530Le	____	"475,000_"	"499,900_"	_4.27_	_6.76_			____	____5_						
BMW	X1	sDrive	18Li	___	"228,500_"	"283,800_"	2.43_	____	____X1	7.96_					
BMW	X1	sDrive	18Li	___				____	____X1						
(X____________	"244,600_"	"303,800_"	2.60_	8.52_				____	____X1						
BMW	X1	sDrive	20Li	___	"258,200_"	"316,800_"	2.71_	____	____X1	8.57_					
BMW	X1	xDrive	20Li	___				____	____X1						
(X____________	"279,200_"	"346,800_"	2.96_	9.72_				____	____X1						
BMW	X1	xDrive	20Li	___				____	____X1						
_X____________	"305,800_"	"379,800_"	3.25_	10.65_				____	____X1						
BMW	X1	xDrive25Le___						____	____X1						
(X____________	"347,200_"	"396,800_"	3.39_	8.35_				____	____X1						
BMW	2____	218i	___	"183,300_"	"224,800_"	_1.92_	_6.07_	____	____2____						
BMW	2____	218i	___	"199,600_"	"244,800_"	_2.09_	_6.61_	____	____2____						
BMW	2____	218i	______	"215,900_"	"264,800_"	_2.26_	_7.15_	____	____2____						
BMW	2____	220i	____	"240,300_"	"294,800_"	_2.52_	_7.97_	____	____2____						
118i	___	"174,900_"	"199,800_"	_1.71_	_4.20_			____	____ 1_____						
118i	___	"197,600_"	"225,800_"	_1.93_	_4.75_			____	____ 1_____						
118i	______/______	"225,600_"	"257,800_"	_2.20_	_5.42_			____	____ 1_____						
120i	______/______	"234,600_"	"287,800_"	_2.46_	_7.78_			____	____ 1_____						
125i	___	"259,100_"	"317,800_"	_2.72_	_8.59_			____	____ 1_____						
2018_	X3	xDrive	25i(____/M____)	"399,800_"	"399,800_"	_3.42_	_3.42_	____	____X3						
2018_	X3	xDrive	28i(____/M____)	"439,800_"	"439,800_"	_3.76_	_3.76_	____	____X3						
2018_	X3	xDrive	30i___M____	"496,800_"	"496,800_"	_4.25_	_4.25_	____	____X3						
2018_	X3	xDrive	30i___M____	"585,800_"	"585,800_"	_5.01_	_5.01_	____	____X3						
__	1.4T	___	280TSI____	"156,799.89_"	"189,900_"	1.62_	4.93_	____	__						
__	1.4T	___	280TSI+____	"164,798.88_"	"197,900_"	1.69_	5.00_	____	__						
__	1.4T	___	280TSI+17_____	"175,799.16_"	"209,900_"	1.79_	5.20_	____	__						
__	1.8T	___	330TSI_____	"175,799.52_"	"209,900_"	1.79_	5.20_	____	__						
__	2.0T	___	330TSI+17_____	"185,799.52_"	"219,900_"	1.88_	5.29_	____	__						
__	2.0T	___	330TSI+_____+____+8____	"198,100.16_"	"234,900_"	2.01_	5.69_	____	__						
__	2.0T	___	330TS+18___+9.2____+____+_____+____	"226,100.24_"	"263,900_"	2.26_	6.04_	____	__						
__	2.0T	___	380TSI+_____+____+8____	"212,600.16_"	"249,900_"	2.14_	5.87_	____	__						
__	2.0T	___380TSI+18___+9.2____+____+____+_____	"245,599.84_"	"285,400_"	2.44_	6.42_		____	__						
__	2.0T	___	380TSI+____+_______+______+9.2____	"277,099.29_"	"316,900_"	2.71_	6.69_	____	__						
1.6L	__	___	"107,450.46_"	"131,800_"	1.13_	3.56_		____	__						
1.6L	__	_______	"119,449.98_"	"143,800_"	1.23_	3.66_		____	__						
1.6L	__	___	"114,450.24_"	"138,800_"	1.19_	3.62_		____	__						
1.6L	__	___	"126,450.44_"	"150,800_"	1.29_	3.72_		____	__						
280TSI____1.4T____	"121,450.68_"	"146,800_"	1.25_	3.79_				____	__						
280TSIDSG__1.4T+____+_____+______+__+17___+______	"138,449.48_"	"162,800_"	1.39_	3.83_				____	__						
280TSI____1.4T____	"132,949.44_"	"156,800_"	1.34_	3.73_				____	__						
280TSIDSG__1.4T+_____(200____)	"146,949.96_"	"172,800_"	1.48_	4.06_				____	__						
180TSI	_____	1.2T	"128,950.24_"	"153,800_"	1.31_	3.80_		____	__						
280TSI	_1.4T_DSG___	"144,800.48_"	"150,800_"	_1.29_	1.89_			____	___						
280TSI	_1.4T_DSG___	"154,800.84_"	"159,800_"	_1.37_	1.87_			____	___						
1.5L_____	"107,300_"	"112,800_"	_0.96_	1.51_				____	___						
1.5L_______	"119,300.20_"	"124,800_"	_1.07_	1.62_				____	___						
1.5L_____	"119,300.20_"	"124,800_"	_1.07_	1.62_				____	___						
1.5L_______	"131,300.40_"	"136,800_"	_1.17_	1.72_				____	___						
1.5L	_____	"135,300.08_"	"140,800_"	_1.20_	1.75_			____	___						
1.5L	_____	"144,300.52_"	"148,800_"	_1.27_	1.72_			____	___						
____	1.4L_____	"68,399.40_"	"79,900_"	0.68_	1.83_			____	____						
____	1.4L_____	"80,399.60_"	"91,900_"	0.79_	1.94_			____	____						
____	1.5L_____	"73,399_"	"85,600_"	0.73_	1.95_			____	____						
____	1.5L_____	"83,399.36_"	"95,600_"	0.82_	2.04_			____	____						
____	1.5L_____	"85,099.92_"	"97,600_"	0.83_	2.08_			____	____						
____	1.5L_____	"95,100.28_"	"107,600_"	0.92_	2.17_			____	____						
____	1.5L_____(__)	"107,599.05_"	"119,600_"	1.02_	2.22_			____	____						
____	1.4T_____(__)	"121,899.96_"	"134,900_"	1.15_	2.45_			____	____						
330TSI	___+_______	"238,299.96_"	"252,800_"	2.16_				____	__CC						
3.61_								____	__CC						
330TSI	___	"253,799.88_"	"269,800_"	2.31_	3.91_			____	__CC						
330TSI	___+_____	"262,800.32_"	"278,800_"	2.38_	3.98_			____	__CC						
330TSI	___+_____+___	"265,399.88_"	"281,400_"	2.41_	4.01_			____	__CC						
380TSI	___+___+_____	"281,799.96_"	"297,800_"	2.55_	4.15_			____	__CC						
380TSI	___+___+_____+___	"284,400.68_"	"300,400_"	2.57_	4.17_			____	__CC						
380TSI	___	"290,800.40_"	"309,800_"	2.65_	4.55_			____	__CC						
380TSI	___+___	"298,800.92_"	"317,800_"	2.72_	4.62_			____	__CC						
380TSI	___+___+___+_____	"316,900.40_"	"335,900_"	2.87_	4.77_			____	__CC						
___7	1.6L_____	"101,400.24_"	"121,900_"	1.04_	3.09_			____	___7						
___7	1.6L_____	"113,399.28_"	"133,900_"	1.14_	3.19_			____	___7						
___7	1.6L_____+8____	"124,400.72_"	"144,900_"	1.24_	3.29_			____	___7						
___7	1.2TSI_____+8____	"129,300.56_"	"150,800_"	1.29_	3.44_			____	___7						
___7	1.4TSI_____+8____	"118,600.72_"	"140,900_"	1.20_	3.43_			____	___7						
___7	1.4TSI_____+8____	"132,599.60_"	"154,900_"	1.32_	3.55_			____	___7						
___7	1.4TSI_____+8____+17____	"143,101.08_"	"165,900_"	1.42_	3.70_			____	___7						
___7	1.4TSI_____(_________)	"161,400.08_"	"182,900_"	1.56_	3.71_			____	___7						
___7	1.4TSI	_____+9.2___+____	"173,399.85_"	"196,600_"	1.68_	4.00_		____	___7						
___7	1.4TSI	_____	__1					____	___7						
"178,999.47_"	"204,000_"	1.74_	4.24_					____	___7						
___7	1.4TSI	__R-Line+8____	"147,900.00_"	"171,900_"	1.47_	3.87_		____	___7						
___7	1.4TSI	__R-Line	__2					____	___7						
"153,198.88_"	"177,200_"	1.51_	3.91_					____	___7						
1.6L	_____	"112,899.15_"	"131,900_"	_1.13_	_3.03_			____	___á__						
1.6L	_____	"124,899.52_"	"143,900_"	_1.23_	_3.13_			____	___á__						
1.4TSI	_____	230TSI+___+______+_____+_______	"132,398.92_"	"152,900_"	_1.31_	_3.36_		____	___á__						
1.4TSI	_____	230TSI+___+______+_____+_______	"146,400.12_"	"166,900_"	_1.43_	_3.48_		____	___á__						
1.4TSI	_____	230TSI_96KW_17___+	____+______+	Acantara_____+_____+_______	"158,399.16_"	"179,900_"	_1.54_	____	___á__	_3.69_					
1.4TSI	_____	280TSI_110KW_+17___+	____+______+	Acantara_____+_____+_______	"163,399.92_"	"184,900_"	_1.58_	____	___á__	_3.73_					
1.4TSI	_____	280TSI	"175,399.38_"	"197,900_"	_1.69_	_3.94_		____	___á__						
